Event,Market,Ticker,CloseTime,YesBid,YesAsk,NoBid,NoAsk,LastPrice,OpenInterest,Volume24h,Status,series,GameDate,Away,Home,AwayName,HomeName,Selection,SelectionName,Matchup
Cincinnati at Minnesota,Cincinnati at Minnesota Winner?,KXNFLGAME-25SEP21CINMIN-MIN,2025-09-21 20:14:47.236359+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1588302,0,finalized,KXNFLGAME,2025-09-21,CIN,MIN,Bengals,Vikings,MIN,Vikings,Bengals @ Vikings
Pittsburgh at New England,Pittsburgh at New England Winner?,KXNFLGAME-25SEP21PITNE-NE,2025-09-21 20:00:24.136244+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1713591,0,finalized,KXNFLGAME,2025-09-21,PIT,NE,Steelers,Patriots,NE,Patriots,Steelers @ Patriots
Pittsburgh at New England,Pittsburgh at New England Winner?,KXNFLGAME-25SEP21PITNE-PIT,2025-09-21 20:00:24.136244+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2837290,0,finalized,KXNFLGAME,2025-09-21,PIT,NE,Steelers,Patriots,PIT,Steelers,Steelers @ Patriots
Kansas City at New York G,Kansas City at New York G Winner?,KXNFLGAME-25SEP21KCNYG-KC,2025-09-22 03:29:39.727297+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,12489833,0,finalized,KXNFLGAME,2025-09-21,KC,NYG,Chiefs,Giants,KC,Chiefs,Chiefs @ Giants
Kansas City at New York G,Kansas City at New York G Winner?,KXNFLGAME-25SEP21KCNYG-NYG,2025-09-22 03:29:39.727297+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,9156835,0,finalized,KXNFLGAME,2025-09-21,KC,NYG,Chiefs,Giants,NYG,Giants,Chiefs @ Giants
Los Angeles R at Philadelphia,Los Angeles R at Philadelphia Winner?,KXNFLGAME-25SEP21LAPHI-LA,2025-09-21 20:10:07.969303+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,4745857,0,finalized,KXNFLGAME,2025-09-21,LA,PHI,Los Angeles,Eagles,LA,Los Angeles,Los Angeles @ Eagles
Los Angeles R at Philadelphia,Los Angeles R at Philadelphia Winner?,KXNFLGAME-25SEP21LAPHI-PHI,2025-09-21 20:10:07.969303+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4572741,0,finalized,KXNFLGAME,2025-09-21,LA,PHI,Los Angeles,Eagles,PHI,Eagles,Los Angeles @ Eagles
New Orleans at Seattle,New Orleans at Seattle Winner?,KXNFLGAME-25SEP21NOSEA-NO,2025-09-21 23:09:38.904968+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2304236,0,finalized,KXNFLGAME,2025-09-21,NO,SEA,Saints,Seahawks,NO,Saints,Saints @ Seahawks
New Orleans at Seattle,New Orleans at Seattle Winner?,KXNFLGAME-25SEP21NOSEA-SEA,2025-09-21 23:09:38.904968+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1119607,0,finalized,KXNFLGAME,2025-09-21,NO,SEA,Saints,Seahawks,SEA,Seahawks,Saints @ Seahawks
Arizona at San Francisco,Arizona at San Francisco Winner?,KXNFLGAME-25SEP21ARISF-ARI,2025-09-21 23:22:40.532553+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3668734,0,finalized,KXNFLGAME,2025-09-21,ARI,SF,Cardinals,49ers,ARI,Cardinals,Cardinals @ 49ers
Arizona at San Francisco,Arizona at San Francisco Winner?,KXNFLGAME-25SEP21ARISF-SF,2025-09-21 23:22:40.532553+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3644528,0,finalized,KXNFLGAME,2025-09-21,ARI,SF,Cardinals,49ers,SF,49ers,Cardinals @ 49ers
New York J at Tampa Bay,New York J at Tampa Bay Winner?,KXNFLGAME-25SEP21NYJTB-NYJ,2025-09-21 20:21:54.333285+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1919029,0,finalized,KXNFLGAME,2025-09-21,NYJ,TB,Jets,Buccaneers,NYJ,Jets,Jets @ Buccaneers
New York J at Tampa Bay,New York J at Tampa Bay Winner?,KXNFLGAME-25SEP21NYJTB-TB,2025-09-21 20:21:54.333285+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3393316,0,finalized,KXNFLGAME,2025-09-21,NYJ,TB,Jets,Buccaneers,TB,Buccaneers,Jets @ Buccaneers
Indianapolis at Tennessee,Indianapolis at Tennessee Winner?,KXNFLGAME-25SEP21INDTEN-IND,2025-09-21 20:05:07.676827+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1533842,0,finalized,KXNFLGAME,2025-09-21,IND,TEN,Colts,Titans,IND,Colts,Colts @ Titans
Indianapolis at Tennessee,Indianapolis at Tennessee Winner?,KXNFLGAME-25SEP21INDTEN-TEN,2025-09-21 20:05:07.676827+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,773756,0,finalized,KXNFLGAME,2025-09-21,IND,TEN,Colts,Titans,TEN,Titans,Colts @ Titans
Las Vegas at Washington,Las Vegas at Washington Winner?,KXNFLGAME-25SEP21LVWAS-LV,2025-09-21 20:10:06.256557+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1805011,0,finalized,KXNFLGAME,2025-09-21,LV,WAS,Raiders,Commanders,LV,Raiders,Raiders @ Commanders
Las Vegas at Washington,Las Vegas at Washington Winner?,KXNFLGAME-25SEP21LVWAS-WAS,2025-09-21 20:10:06.256557+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1643013,0,finalized,KXNFLGAME,2025-09-21,LV,WAS,Raiders,Commanders,WAS,Commanders,Raiders @ Commanders
Detroit at Baltimore,Detroit at Baltimore Winner?,KXNFLGAME-25SEP22DETBAL-BAL,2025-09-23 03:19:33.437786+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,11362544,0,finalized,KXNFLGAME,2025-09-22,DET,BAL,Lions,Ravens,BAL,Ravens,Lions @ Ravens
Detroit at Baltimore,Detroit at Baltimore Winner?,KXNFLGAME-25SEP22DETBAL-DET,2025-09-23 03:19:33.437786+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,10911242,0,finalized,KXNFLGAME,2025-09-22,DET,BAL,Lions,Ravens,DET,Lions,Lions @ Ravens
Seattle at Arizona,Seattle at Arizona Winner?,KXNFLGAME-25SEP25SEAARI-ARI,2025-09-26 03:19:34.712183+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,6504561,0,finalized,KXNFLGAME,2025-09-25,SEA,ARI,Seahawks,Cardinals,ARI,Cardinals,Seahawks @ Cardinals
Seattle at Arizona,Seattle at Arizona Winner?,KXNFLGAME-25SEP25SEAARI-SEA,2025-09-26 03:19:34.712183+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,14391964,0,finalized,KXNFLGAME,2025-09-25,SEA,ARI,Seahawks,Cardinals,SEA,Seahawks,Seahawks @ Cardinals
Washington at Atlanta,Washington at Atlanta Winner?,KXNFLGAME-25SEP28WASATL-ATL,2025-09-28 20:00:00.694647+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1785379,0,finalized,KXNFLGAME,2025-09-28,WAS,ATL,Commanders,Falcons,ATL,Falcons,Commanders @ Falcons
Washington at Atlanta,Washington at Atlanta Winner?,KXNFLGAME-25SEP28WASATL-WAS,2025-09-28 20:00:00.694647+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3358180,0,finalized,KXNFLGAME,2025-09-28,WAS,ATL,Commanders,Falcons,WAS,Commanders,Commanders @ Falcons
New Orleans at Buffalo,New Orleans at Buffalo Winner?,KXNFLGAME-25SEP28NOBUF-BUF,2025-09-28 20:14:49.553576+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2925362,0,finalized,KXNFLGAME,2025-09-28,NO,BUF,Saints,Bills,BUF,Bills,Saints @ Bills
New Orleans at Buffalo,New Orleans at Buffalo Winner?,KXNFLGAME-25SEP28NOBUF-NO,2025-09-28 20:14:49.553576+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3454773,0,finalized,KXNFLGAME,2025-09-28,NO,BUF,Saints,Bills,NO,Saints,Saints @ Bills
Green Bay at Dallas,Green Bay at Dallas Winner?,KXNFLGAME-25SEP28GBDAL-DAL,,0.0000,1.0000,0.0000,1.0000,0.4900,7952650,36399486,finalized,KXNFLGAME,2025-09-28,GB,DAL,Packers,Cowboys,DAL,Cowboys,Packers @ Cowboys
Green Bay at Dallas,Green Bay at Dallas Winner?,KXNFLGAME-25SEP28GBDAL-GB,,0.0000,1.0000,0.0000,1.0000,0.4900,9186914,30708889,finalized,KXNFLGAME,2025-09-28,GB,DAL,Packers,Cowboys,GB,Packers,Packers @ Cowboys
Cleveland at Detroit,Cleveland at Detroit Winner?,KXNFLGAME-25SEP28CLEDET-CLE,2025-09-28 20:09:49.241397+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1496705,0,finalized,KXNFLGAME,2025-09-28,CLE,DET,Browns,Lions,CLE,Browns,Browns @ Lions
Cleveland at Detroit,Cleveland at Detroit Winner?,KXNFLGAME-25SEP28CLEDET-DET,2025-09-28 20:09:49.241397+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2290899,0,finalized,KXNFLGAME,2025-09-28,CLE,DET,Browns,Lions,DET,Lions,Browns @ Lions
Tennessee at Houston,Tennessee at Houston Winner?,KXNFLGAME-25SEP28TENHOU-HOU,2025-09-28 19:49:44.577118+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,597779,0,finalized,KXNFLGAME,2025-09-28,TEN,HOU,Titans,Texans,HOU,Texans,Titans @ Texans
Tennessee at Houston,Tennessee at Houston Winner?,KXNFLGAME-25SEP28TENHOU-TEN,2025-09-28 19:49:44.577118+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2374015,0,finalized,KXNFLGAME,2025-09-28,TEN,HOU,Titans,Texans,TEN,Titans,Titans @ Texans
Baltimore at Kansas City,Baltimore at Kansas City Winner?,KXNFLGAME-25SEP28BALKC-BAL,2025-09-28 23:24:29.319040+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,4946776,0,finalized,KXNFLGAME,2025-09-28,BAL,KC,Ravens,Chiefs,BAL,Ravens,Ravens @ Chiefs
Baltimore at Kansas City,Baltimore at Kansas City Winner?,KXNFLGAME-25SEP28BALKC-KC,2025-09-28 23:24:29.319040+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5376435,0,finalized,KXNFLGAME,2025-09-28,BAL,KC,Ravens,Chiefs,KC,Chiefs,Ravens @ Chiefs
Indianapolis at Los Angeles R,Indianapolis at Los Angeles R Winner?,KXNFLGAME-25SEP28INDLA-IND,2025-09-28 23:04:35.579737+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3645374,0,finalized,KXNFLGAME,2025-09-28,IND,LA,Colts,Los Angeles,IND,Colts,Colts @ Los Angeles
Indianapolis at Los Angeles R,Indianapolis at Los Angeles R Winner?,KXNFLGAME-25SEP28INDLA-LA,2025-09-28 23:04:35.579737+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4050549,0,finalized,KXNFLGAME,2025-09-28,IND,LA,Colts,Los Angeles,LA,Los Angeles,Colts @ Los Angeles
Chicago at Las Vegas,Chicago at Las Vegas Winner?,KXNFLGAME-25SEP28CHILV-CHI,2025-09-28 23:31:37.538062+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5230889,0,finalized,KXNFLGAME,2025-09-28,CHI,LV,Bears,Raiders,CHI,Bears,Bears @ Raiders
Chicago at Las Vegas,Chicago at Las Vegas Winner?,KXNFLGAME-25SEP28CHILV-LV,2025-09-28 23:31:37.538062+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3614988,0,finalized,KXNFLGAME,2025-09-28,CHI,LV,Bears,Raiders,LV,Raiders,Bears @ Raiders
Carolina at New England,Carolina at New England Winner?,KXNFLGAME-25SEP28CARNE-CAR,2025-09-28 20:00:01.686307+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1843663,0,finalized,KXNFLGAME,2025-09-28,CAR,NE,Panthers,Patriots,CAR,Panthers,Panthers @ Patriots
Carolina at New England,Carolina at New England Winner?,KXNFLGAME-25SEP28CARNE-NE,2025-09-28 20:00:01.686307+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,831989,0,finalized,KXNFLGAME,2025-09-28,CAR,NE,Panthers,Patriots,NE,Patriots,Panthers @ Patriots
Los Angeles C at New York G,Los Angeles C at New York G Winner?,KXNFLGAME-25SEP28LACNYG-LAC,2025-09-28 20:14:48.963656+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,8238694,0,finalized,KXNFLGAME,2025-09-28,LAC,NYG,Chargers,Giants,LAC,Chargers,Chargers @ Giants
Los Angeles C at New York G,Los Angeles C at New York G Winner?,KXNFLGAME-25SEP28LACNYG-NYG,2025-09-28 20:14:48.963656+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5119480,0,finalized,KXNFLGAME,2025-09-28,LAC,NYG,Chargers,Giants,NYG,Giants,Chargers @ Giants
Minnesota at Pittsburgh,Minnesota at Pittsburgh Winner?,KXNFLGAME-25SEP28MINPIT-MIN,2025-09-28 16:49:31.360098+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5770615,0,finalized,KXNFLGAME,2025-09-28,MIN,PIT,Vikings,Steelers,MIN,Vikings,Vikings @ Steelers
Minnesota at Pittsburgh,Minnesota at Pittsburgh Winner?,KXNFLGAME-25SEP28MINPIT-PIT,2025-09-28 16:49:31.360098+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4952931,0,finalized,KXNFLGAME,2025-09-28,MIN,PIT,Vikings,Steelers,PIT,Steelers,Vikings @ Steelers
Jacksonville at San Francisco,Jacksonville at San Francisco Winner?,KXNFLGAME-25SEP28JACSF-JAC,2025-09-28 23:14:40.787307+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3553895,0,finalized,KXNFLGAME,2025-09-28,JAC,SF,Jaguars,49ers,JAC,Jaguars,Jaguars @ 49ers
Jacksonville at San Francisco,Jacksonville at San Francisco Winner?,KXNFLGAME-25SEP28JACSF-SF,2025-09-28 23:14:40.787307+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5878165,0,finalized,KXNFLGAME,2025-09-28,JAC,SF,Jaguars,49ers,SF,49ers,Jaguars @ 49ers
Philadelphia at Tampa Bay,Philadelphia at Tampa Bay Winner?,KXNFLGAME-25SEP28PHITB-PHI,2025-09-28 20:24:40.184829+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3548020,0,finalized,KXNFLGAME,2025-09-28,PHI,TB,Eagles,Buccaneers,PHI,Eagles,Eagles @ Buccaneers
Philadelphia at Tampa Bay,Philadelphia at Tampa Bay Winner?,KXNFLGAME-25SEP28PHITB-TB,2025-09-28 20:24:40.184829+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,4474813,0,finalized,KXNFLGAME,2025-09-28,PHI,TB,Eagles,Buccaneers,TB,Buccaneers,Eagles @ Buccaneers
Cincinnati at Denver,Cincinnati at Denver Winner?,KXNFLGAME-25SEP29CINDEN-CIN,2025-09-30 03:14:38.825828+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,8302327,0,finalized,KXNFLGAME,2025-09-29,CIN,DEN,Bengals,Broncos,CIN,Bengals,Bengals @ Broncos
Cincinnati at Denver,Cincinnati at Denver Winner?,KXNFLGAME-25SEP29CINDEN-DEN,2025-09-30 03:14:38.825828+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5129867,0,finalized,KXNFLGAME,2025-09-29,CIN,DEN,Bengals,Broncos,DEN,Broncos,Bengals @ Broncos
New York J at Miami,New York J at Miami Winner?,KXNFLGAME-25SEP29NYJMIA-MIA,2025-09-30 02:19:38.182218+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,8030707,0,finalized,KXNFLGAME,2025-09-29,NYJ,MIA,Jets,Dolphins,MIA,Dolphins,Jets @ Dolphins
New York J at Miami,New York J at Miami Winner?,KXNFLGAME-25SEP29NYJMIA-NYJ,2025-09-30 02:19:38.182218+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,8944279,0,finalized,KXNFLGAME,2025-09-29,NYJ,MIA,Jets,Dolphins,NYJ,Jets,Jets @ Dolphins
San Francisco at Los Angeles R,San Francisco at Los Angeles R Winner?,KXNFLGAME-25OCT02SFLA-LA,2025-10-03 03:39:38.741547+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,11158441,0,finalized,KXNFLGAME,2025-10-02,SF,LA,49ers,Los Angeles,LA,Los Angeles,49ers @ Los Angeles
San Francisco at Los Angeles R,San Francisco at Los Angeles R Winner?,KXNFLGAME-25OCT02SFLA-SF,2025-10-03 03:39:38.741547+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,9810232,0,finalized,KXNFLGAME,2025-10-02,SF,LA,49ers,Los Angeles,SF,49ers,49ers @ Los Angeles
Tennessee at Arizona,Tennessee at Arizona Winner?,KXNFLGAME-25OCT05TENARI-ARI,2025-10-05 23:23:40.800607+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2708851,0,finalized,KXNFLGAME,2025-10-05,TEN,ARI,Titans,Cardinals,ARI,Cardinals,Titans @ Cardinals
Tennessee at Arizona,Tennessee at Arizona Winner?,KXNFLGAME-25OCT05TENARI-TEN,2025-10-05 23:23:40.800607+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3325136,0,finalized,KXNFLGAME,2025-10-05,TEN,ARI,Titans,Cardinals,TEN,Titans,Titans @ Cardinals
Houston at Baltimore,Houston at Baltimore Winner?,KXNFLGAME-25OCT05HOUBAL-BAL,2025-10-05 19:54:49.554786+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3110837,0,finalized,KXNFLGAME,2025-10-05,HOU,BAL,Texans,Ravens,BAL,Ravens,Texans @ Ravens
Houston at Baltimore,Houston at Baltimore Winner?,KXNFLGAME-25OCT05HOUBAL-HOU,2025-10-05 19:54:49.554786+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1964318,0,finalized,KXNFLGAME,2025-10-05,HOU,BAL,Texans,Ravens,HOU,Texans,Texans @ Ravens
New England at Buffalo,New England at Buffalo Winner?,KXNFLGAME-25OCT05NEBUF-BUF,2025-10-06 03:31:48.574062+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,12035249,0,finalized,KXNFLGAME,2025-10-05,NE,BUF,Patriots,Bills,BUF,Bills,Patriots @ Bills
New England at Buffalo,New England at Buffalo Winner?,KXNFLGAME-25OCT05NEBUF-NE,2025-10-06 03:31:48.574062+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,9299569,0,finalized,KXNFLGAME,2025-10-05,NE,BUF,Patriots,Bills,NE,Patriots,Patriots @ Bills
Miami at Carolina,Miami at Carolina Winner?,KXNFLGAME-25OCT05MIACAR-CAR,2025-10-05 20:09:54.262202+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3132435,0,finalized,KXNFLGAME,2025-10-05,MIA,CAR,Dolphins,Panthers,CAR,Panthers,Dolphins @ Panthers
Miami at Carolina,Miami at Carolina Winner?,KXNFLGAME-25OCT05MIACAR-MIA,2025-10-05 20:09:54.262202+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3327078,0,finalized,KXNFLGAME,2025-10-05,MIA,CAR,Dolphins,Panthers,MIA,Dolphins,Dolphins @ Panthers
Detroit at Cincinnati,Detroit at Cincinnati Winner?,KXNFLGAME-25OCT05DETCIN-CIN,2025-10-05 23:29:38.194299+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2456710,0,finalized,KXNFLGAME,2025-10-05,DET,CIN,Lions,Bengals,CIN,Bengals,Lions @ Bengals
Detroit at Cincinnati,Detroit at Cincinnati Winner?,KXNFLGAME-25OCT05DETCIN-DET,2025-10-05 23:29:38.194299+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3646879,0,finalized,KXNFLGAME,2025-10-05,DET,CIN,Lions,Bengals,DET,Lions,Lions @ Bengals
Minnesota at Cleveland,Minnesota at Cleveland Winner?,KXNFLGAME-25OCT05MINCLE-CLE,2025-10-05 16:44:43.860801+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3931839,0,finalized,KXNFLGAME,2025-10-05,MIN,CLE,Vikings,Browns,CLE,Browns,Vikings @ Browns
Minnesota at Cleveland,Minnesota at Cleveland Winner?,KXNFLGAME-25OCT05MINCLE-MIN,2025-10-05 16:44:43.860801+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,7351606,0,finalized,KXNFLGAME,2025-10-05,MIN,CLE,Vikings,Browns,MIN,Vikings,Vikings @ Browns
Las Vegas at Indianapolis,Las Vegas at Indianapolis Winner?,KXNFLGAME-25OCT05LVIND-IND,2025-10-05 19:59:56.275935+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1782756,0,finalized,KXNFLGAME,2025-10-05,LV,IND,Raiders,Colts,IND,Colts,Raiders @ Colts
Las Vegas at Indianapolis,Las Vegas at Indianapolis Winner?,KXNFLGAME-25OCT05LVIND-LV,2025-10-05 19:59:56.275935+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1761025,0,finalized,KXNFLGAME,2025-10-05,LV,IND,Raiders,Colts,LV,Raiders,Raiders @ Colts
Washington at Los Angeles C,Washington at Los Angeles C Winner?,KXNFLGAME-25OCT05WASLAC-LAC,2025-10-05 23:24:34.203555+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5663350,0,finalized,KXNFLGAME,2025-10-05,WAS,LAC,Commanders,Chargers,LAC,Chargers,Commanders @ Chargers
Washington at Los Angeles C,Washington at Los Angeles C Winner?,KXNFLGAME-25OCT05WASLAC-WAS,2025-10-05 23:24:34.203555+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3219878,0,finalized,KXNFLGAME,2025-10-05,WAS,LAC,Commanders,Chargers,WAS,Commanders,Commanders @ Chargers
New York G at New Orleans,New York G at New Orleans Winner?,KXNFLGAME-25OCT05NYGNO-NO,2025-10-05 20:09:57.284673+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3084595,0,finalized,KXNFLGAME,2025-10-05,NYG,NO,Giants,Saints,NO,Saints,Giants @ Saints
New York G at New Orleans,New York G at New Orleans Winner?,KXNFLGAME-25OCT05NYGNO-NYG,2025-10-05 20:09:57.284673+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,4805931,0,finalized,KXNFLGAME,2025-10-05,NYG,NO,Giants,Saints,NYG,Giants,Giants @ Saints
Dallas at New York J,Dallas at New York J Winner?,KXNFLGAME-25OCT05DALNYJ-DAL,2025-10-05 20:14:55.196631+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5561966,0,finalized,KXNFLGAME,2025-10-05,DAL,NYJ,Cowboys,Jets,DAL,Cowboys,Cowboys @ Jets
Dallas at New York J,Dallas at New York J Winner?,KXNFLGAME-25OCT05DALNYJ-NYJ,2025-10-05 20:14:55.196631+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2940697,0,finalized,KXNFLGAME,2025-10-05,DAL,NYJ,Cowboys,Jets,NYJ,Jets,Cowboys @ Jets
Denver at Philadelphia,Denver at Philadelphia Winner?,KXNFLGAME-25OCT05DENPHI-DEN,2025-10-05 20:24:49.196699+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5503326,0,finalized,KXNFLGAME,2025-10-05,DEN,PHI,Broncos,Eagles,DEN,Broncos,Broncos @ Eagles
Denver at Philadelphia,Denver at Philadelphia Winner?,KXNFLGAME-25OCT05DENPHI-PHI,2025-10-05 20:24:49.196699+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,7418055,0,finalized,KXNFLGAME,2025-10-05,DEN,PHI,Broncos,Eagles,PHI,Eagles,Broncos @ Eagles
Tampa Bay at Seattle,Tampa Bay at Seattle Winner?,KXNFLGAME-25OCT05TBSEA-SEA,2025-10-05 23:04:48.381393+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5928873,0,finalized,KXNFLGAME,2025-10-05,TB,SEA,Buccaneers,Seahawks,SEA,Seahawks,Buccaneers @ Seahawks
Tampa Bay at Seattle,Tampa Bay at Seattle Winner?,KXNFLGAME-25OCT05TBSEA-TB,2025-10-05 23:04:48.381393+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,7882336,0,finalized,KXNFLGAME,2025-10-05,TB,SEA,Buccaneers,Seahawks,TB,Buccaneers,Buccaneers @ Seahawks
Kansas City at Jacksonville,Kansas City at Jacksonville Winner?,KXNFLGAME-25OCT06KCJAC-JAC,2025-10-07 03:19:39.351962+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,9108553,0,finalized,KXNFLGAME,2025-10-06,KC,JAC,Chiefs,Jaguars,JAC,Jaguars,Chiefs @ Jaguars
Kansas City at Jacksonville,Kansas City at Jacksonville Winner?,KXNFLGAME-25OCT06KCJAC-KC,2025-10-07 03:19:39.351962+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,12923730,0,finalized,KXNFLGAME,2025-10-06,KC,JAC,Chiefs,Jaguars,KC,Chiefs,Chiefs @ Jaguars
Philadelphia at New York G,Philadelphia at New York G Winner?,KXNFLGAME-25OCT09PHINYG-NYG,2025-10-10 03:16:00.083211+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,8153452,0,finalized,KXNFLGAME,2025-10-09,PHI,NYG,Eagles,Giants,NYG,Giants,Eagles @ Giants
Philadelphia at New York G,Philadelphia at New York G Winner?,KXNFLGAME-25OCT09PHINYG-PHI,2025-10-10 03:16:00.083211+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,14795013,0,finalized,KXNFLGAME,2025-10-09,PHI,NYG,Eagles,Giants,PHI,Eagles,Eagles @ Giants
Los Angeles R at Baltimore,Los Angeles R at Baltimore Winner?,KXNFLGAME-25OCT12LABAL-BAL,2025-10-12 19:55:16.953347+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2400574,0,finalized,KXNFLGAME,2025-10-12,LA,BAL,Los Angeles,Ravens,BAL,Ravens,Los Angeles @ Ravens
Los Angeles R at Baltimore,Los Angeles R at Baltimore Winner?,KXNFLGAME-25OCT12LABAL-LA,2025-10-12 19:55:16.953347+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2093776,0,finalized,KXNFLGAME,2025-10-12,LA,BAL,Los Angeles,Ravens,LA,Los Angeles,Los Angeles @ Ravens
Dallas at Carolina,Dallas at Carolina Winner?,KXNFLGAME-25OCT12DALCAR-CAR,2025-10-12 20:05:11.687410+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2317793,0,finalized,KXNFLGAME,2025-10-12,DAL,CAR,Cowboys,Panthers,CAR,Panthers,Cowboys @ Panthers
Dallas at Carolina,Dallas at Carolina Winner?,KXNFLGAME-25OCT12DALCAR-DAL,2025-10-12 20:05:11.687410+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5320731,0,finalized,KXNFLGAME,2025-10-12,DAL,CAR,Cowboys,Panthers,DAL,Cowboys,Cowboys @ Panthers
Cincinnati at Green Bay,Cincinnati at Green Bay Winner?,KXNFLGAME-25OCT12CINGB-CIN,2025-10-12 23:19:52.444264+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,8653994,0,finalized,KXNFLGAME,2025-10-12,CIN,GB,Bengals,Packers,CIN,Bengals,Bengals @ Packers
Cincinnati at Green Bay,Cincinnati at Green Bay Winner?,KXNFLGAME-25OCT12CINGB-GB,2025-10-12 23:19:52.444264+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3381868,0,finalized,KXNFLGAME,2025-10-12,CIN,GB,Bengals,Packers,GB,Packers,Bengals @ Packers
