Event,Market,Ticker,CloseTime,YesBid,YesAsk,NoBid,NoAsk,LastPrice,OpenInterest,Volume24h,Status,series,GameDate,Away,Home,AwayName,HomeName,Selection,SelectionName,Matchup
Arizona at Indianapolis,Arizona at Indianapolis Winner?,KXNFLGAME-25OCT12ARIIND-ARI,2025-10-12 20:05:11.572208+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2319478,0,finalized,KXNFLGAME,2025-10-12,ARI,IND,Cardinals,Colts,ARI,Cardinals,Cardinals @ Colts
Arizona at Indianapolis,Arizona at Indianapolis Winner?,KXNFLGAME-25OCT12ARIIND-IND,2025-10-12 20:05:11.572208+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1747912,0,finalized,KXNFLGAME,2025-10-12,ARI,IND,Cardinals,Colts,IND,Colts,Cardinals @ Colts
Seattle at Jacksonville,Seattle at Jacksonville Winner?,KXNFLGAME-25OCT12SEAJAC-JAC,2025-10-12 20:10:05.913947+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3600585,0,finalized,KXNFLGAME,2025-10-12,SEA,JAC,Seahawks,Jaguars,JAC,Jaguars,Seahawks @ Jaguars
Seattle at Jacksonville,Seattle at Jacksonville Winner?,KXNFLGAME-25OCT12SEAJAC-SEA,2025-10-12 20:10:05.913947+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2775485,0,finalized,KXNFLGAME,2025-10-12,SEA,JAC,Seahawks,Jaguars,SEA,Seahawks,Seahawks @ Jaguars
Detroit at Kansas City,Detroit at Kansas City Winner?,KXNFLGAME-25OCT12DETKC-DET,2025-10-13 03:09:44.405906+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,13242872,0,finalized,KXNFLGAME,2025-10-12,DET,KC,Lions,Chiefs,DET,Lions,Lions @ Chiefs
Detroit at Kansas City,Detroit at Kansas City Winner?,KXNFLGAME-25OCT12DETKC-KC,2025-10-13 03:09:44.405906+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,7521835,0,finalized,KXNFLGAME,2025-10-12,DET,KC,Lions,Chiefs,KC,Chiefs,Lions @ Chiefs
Tennessee at Las Vegas,Tennessee at Las Vegas Winner?,KXNFLGAME-25OCT12TENLV-LV,2025-10-12 23:00:26.264927+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2025487,0,finalized,KXNFLGAME,2025-10-12,TEN,LV,Titans,Raiders,LV,Raiders,Titans @ Raiders
Tennessee at Las Vegas,Tennessee at Las Vegas Winner?,KXNFLGAME-25OCT12TENLV-TEN,2025-10-12 23:00:26.264927+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3924467,0,finalized,KXNFLGAME,2025-10-12,TEN,LV,Titans,Raiders,TEN,Titans,Titans @ Raiders
Los Angeles C at Miami,Los Angeles C at Miami Winner?,KXNFLGAME-25OCT12LACMIA-LAC,2025-10-12 20:05:55.943167+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2211066,0,finalized,KXNFLGAME,2025-10-12,LAC,MIA,Chargers,Dolphins,LAC,Chargers,Chargers @ Dolphins
Los Angeles C at Miami,Los Angeles C at Miami Winner?,KXNFLGAME-25OCT12LACMIA-MIA,2025-10-12 20:05:55.943167+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1826462,0,finalized,KXNFLGAME,2025-10-12,LAC,MIA,Chargers,Dolphins,MIA,Dolphins,Chargers @ Dolphins
New England at New Orleans,New England at New Orleans Winner?,KXNFLGAME-25OCT12NENO-NE,2025-10-12 20:05:11.970197+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2247699,0,finalized,KXNFLGAME,2025-10-12,NE,NO,Patriots,Saints,NE,Patriots,Patriots @ Saints
New England at New Orleans,New England at New Orleans Winner?,KXNFLGAME-25OCT12NENO-NO,2025-10-12 20:05:11.970197+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1388324,0,finalized,KXNFLGAME,2025-10-12,NE,NO,Patriots,Saints,NO,Saints,Patriots @ Saints
Denver at New York J,Denver at New York J Winner?,KXNFLGAME-25OCT12DENNYJ-DEN,2025-10-12 16:37:16.483645+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4692404,0,finalized,KXNFLGAME,2025-10-12,DEN,NYJ,Broncos,Jets,DEN,Broncos,Broncos @ Jets
Denver at New York J,Denver at New York J Winner?,KXNFLGAME-25OCT12DENNYJ-NYJ,2025-10-12 16:37:16.483645+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,4540862,0,finalized,KXNFLGAME,2025-10-12,DEN,NYJ,Broncos,Jets,NYJ,Jets,Broncos @ Jets
Cleveland at Pittsburgh,Cleveland at Pittsburgh Winner?,KXNFLGAME-25OCT12CLEPIT-CLE,2025-10-12 20:20:09.589399+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1759981,0,finalized,KXNFLGAME,2025-10-12,CLE,PIT,Browns,Steelers,CLE,Browns,Browns @ Steelers
Cleveland at Pittsburgh,Cleveland at Pittsburgh Winner?,KXNFLGAME-25OCT12CLEPIT-PIT,2025-10-12 20:20:09.589399+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1366680,0,finalized,KXNFLGAME,2025-10-12,CLE,PIT,Browns,Steelers,PIT,Steelers,Browns @ Steelers
San Francisco at Tampa Bay,San Francisco at Tampa Bay Winner?,KXNFLGAME-25OCT12SFTB-SF,2025-10-12 23:24:43.347626+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,6678130,0,finalized,KXNFLGAME,2025-10-12,SF,TB,49ers,Buccaneers,SF,49ers,49ers @ Buccaneers
San Francisco at Tampa Bay,San Francisco at Tampa Bay Winner?,KXNFLGAME-25OCT12SFTB-TB,2025-10-12 23:24:43.347626+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4798471,0,finalized,KXNFLGAME,2025-10-12,SF,TB,49ers,Buccaneers,TB,Buccaneers,49ers @ Buccaneers
Buffalo at Atlanta,Buffalo at Atlanta Winner?,KXNFLGAME-25OCT13BUFATL-ATL,2025-10-14 02:24:47.709860+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,6803701,0,finalized,KXNFLGAME,2025-10-13,BUF,ATL,Bills,Falcons,ATL,Falcons,Bills @ Falcons
Buffalo at Atlanta,Buffalo at Atlanta Winner?,KXNFLGAME-25OCT13BUFATL-BUF,2025-10-14 02:24:47.709860+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,13077668,0,finalized,KXNFLGAME,2025-10-13,BUF,ATL,Bills,Falcons,BUF,Bills,Bills @ Falcons
Chicago at Washington,Chicago at Washington Winner?,KXNFLGAME-25OCT13CHIWAS-CHI,2025-10-14 03:21:54.976471+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,6721160,0,finalized,KXNFLGAME,2025-10-13,CHI,WAS,Bears,Commanders,CHI,Bears,Bears @ Commanders
Chicago at Washington,Chicago at Washington Winner?,KXNFLGAME-25OCT13CHIWAS-WAS,2025-10-14 03:21:54.976471+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,6406191,0,finalized,KXNFLGAME,2025-10-13,CHI,WAS,Bears,Commanders,WAS,Commanders,Bears @ Commanders
Pittsburgh at Cincinnati,Pittsburgh at Cincinnati Winner?,KXNFLGAME-25OCT16PITCIN-CIN,2025-10-17 03:38:05.565359+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,7396332,0,finalized,KXNFLGAME,2025-10-16,PIT,CIN,Steelers,Bengals,CIN,Bengals,Steelers @ Bengals
Pittsburgh at Cincinnati,Pittsburgh at Cincinnati Winner?,KXNFLGAME-25OCT16PITCIN-PIT,2025-10-17 03:38:05.565359+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,7847995,0,finalized,KXNFLGAME,2025-10-16,PIT,CIN,Steelers,Bengals,PIT,Steelers,Steelers @ Bengals
Green Bay at Arizona,Green Bay at Arizona Winner?,KXNFLGAME-25OCT19GBARI-ARI,2025-10-19 23:35:16.997437+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,3404120,0,finalized,KXNFLGAME,2025-10-19,GB,ARI,Packers,Cardinals,ARI,Cardinals,Packers @ Cardinals
Green Bay at Arizona,Green Bay at Arizona Winner?,KXNFLGAME-25OCT19GBARI-GB,2025-10-19 23:35:16.997437+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4866752,0,finalized,KXNFLGAME,2025-10-19,GB,ARI,Packers,Cardinals,GB,Packers,Packers @ Cardinals
New Orleans at Chicago,New Orleans at Chicago Winner?,KXNFLGAME-25OCT19NOCHI-CHI,2025-10-19 20:00:13.899192+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2042225,0,finalized,KXNFLGAME,2025-10-19,NO,CHI,Saints,Bears,CHI,Bears,Saints @ Bears
New Orleans at Chicago,New Orleans at Chicago Winner?,KXNFLGAME-25OCT19NOCHI-NO,2025-10-19 20:00:13.899192+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1676855,0,finalized,KXNFLGAME,2025-10-19,NO,CHI,Saints,Bears,NO,Saints,Saints @ Bears
Miami at Cleveland,Miami at Cleveland Winner?,KXNFLGAME-25OCT19MIACLE-CLE,2025-10-19 20:04:59.108417+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,1325245,0,finalized,KXNFLGAME,2025-10-19,MIA,CLE,Dolphins,Browns,CLE,Browns,Dolphins @ Browns
Miami at Cleveland,Miami at Cleveland Winner?,KXNFLGAME-25OCT19MIACLE-MIA,2025-10-19 20:04:59.108417+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2121381,0,finalized,KXNFLGAME,2025-10-19,MIA,CLE,Dolphins,Browns,MIA,Dolphins,Dolphins @ Browns
Washington at Dallas,Washington at Dallas Winner?,KXNFLGAME-25OCT19WASDAL-DAL,2025-10-19 23:40:01.542416+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3400003,0,finalized,KXNFLGAME,2025-10-19,WAS,DAL,Commanders,Cowboys,DAL,Cowboys,Commanders @ Cowboys
Washington at Dallas,Washington at Dallas Winner?,KXNFLGAME-25OCT19WASDAL-WAS,2025-10-19 23:40:01.542416+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2459328,0,finalized,KXNFLGAME,2025-10-19,WAS,DAL,Commanders,Cowboys,WAS,Commanders,Commanders @ Cowboys
New York G at Denver,New York G at Denver Winner?,KXNFLGAME-25OCT19NYGDEN-DEN,2025-10-19 23:40:34.053874+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3778316,0,finalized,KXNFLGAME,2025-10-19,NYG,DEN,Giants,Broncos,DEN,Broncos,Giants @ Broncos
New York G at Denver,New York G at Denver Winner?,KXNFLGAME-25OCT19NYGDEN-NYG,2025-10-19 23:40:34.053874+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,7207984,0,finalized,KXNFLGAME,2025-10-19,NYG,DEN,Giants,Broncos,NYG,Giants,Giants @ Broncos
Los Angeles R at Jacksonville,Los Angeles R at Jacksonville Winner?,KXNFLGAME-25OCT19LAJAC-JAC,2025-10-19 16:49:53.139726+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5761658,0,finalized,KXNFLGAME,2025-10-19,LA,JAC,Los Angeles,Jaguars,JAC,Jaguars,Los Angeles @ Jaguars
Los Angeles R at Jacksonville,Los Angeles R at Jacksonville Winner?,KXNFLGAME-25OCT19LAJAC-LA,2025-10-19 16:49:53.139726+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3200932,0,finalized,KXNFLGAME,2025-10-19,LA,JAC,Los Angeles,Jaguars,LA,Los Angeles,Los Angeles @ Jaguars
Las Vegas at Kansas City,Las Vegas at Kansas City Winner?,KXNFLGAME-25OCT19LVKC-KC,2025-10-19 19:45:06.055269+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2018486,0,finalized,KXNFLGAME,2025-10-19,LV,KC,Raiders,Chiefs,KC,Chiefs,Raiders @ Chiefs
Las Vegas at Kansas City,Las Vegas at Kansas City Winner?,KXNFLGAME-25OCT19LVKC-LV,2025-10-19 19:45:06.055269+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,5681816,0,finalized,KXNFLGAME,2025-10-19,LV,KC,Raiders,Chiefs,LV,Raiders,Raiders @ Chiefs
Indianapolis at Los Angeles C,Indianapolis at Los Angeles C Winner?,KXNFLGAME-25OCT19INDLAC-IND,2025-10-19 23:15:02.584512+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,4449349,0,finalized,KXNFLGAME,2025-10-19,IND,LAC,Colts,Chargers,IND,Colts,Colts @ Chargers
Indianapolis at Los Angeles C,Indianapolis at Los Angeles C Winner?,KXNFLGAME-25OCT19INDLAC-LAC,2025-10-19 23:15:02.584512+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,4137295,0,finalized,KXNFLGAME,2025-10-19,IND,LAC,Colts,Chargers,LAC,Chargers,Colts @ Chargers
Philadelphia at Minnesota,Philadelphia at Minnesota Winner?,KXNFLGAME-25OCT19PHIMIN-MIN,2025-10-19 20:10:15.339735+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2980184,0,finalized,KXNFLGAME,2025-10-19,PHI,MIN,Eagles,Vikings,MIN,Vikings,Eagles @ Vikings
Philadelphia at Minnesota,Philadelphia at Minnesota Winner?,KXNFLGAME-25OCT19PHIMIN-PHI,2025-10-19 20:10:15.339735+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,6615778,0,finalized,KXNFLGAME,2025-10-19,PHI,MIN,Eagles,Vikings,PHI,Eagles,Eagles @ Vikings
Carolina at New York J,Carolina at New York J Winner?,KXNFLGAME-25OCT19CARNYJ-CAR,2025-10-19 20:10:15.940954+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,3291703,0,finalized,KXNFLGAME,2025-10-19,CAR,NYJ,Panthers,Jets,CAR,Panthers,Panthers @ Jets
Carolina at New York J,Carolina at New York J Winner?,KXNFLGAME-25OCT19CARNYJ-NYJ,2025-10-19 20:10:15.940954+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,2222739,0,finalized,KXNFLGAME,2025-10-19,CAR,NYJ,Panthers,Jets,NYJ,Jets,Panthers @ Jets
Atlanta at San Francisco,Atlanta at San Francisco Winner?,KXNFLGAME-25OCT19ATLSF-ATL,2025-10-20 03:19:43.143434+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,7811272,0,finalized,KXNFLGAME,2025-10-19,ATL,SF,Falcons,49ers,ATL,Falcons,Falcons @ 49ers
Atlanta at San Francisco,Atlanta at San Francisco Winner?,KXNFLGAME-25OCT19ATLSF-SF,2025-10-20 03:19:43.143434+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,8099982,0,finalized,KXNFLGAME,2025-10-19,ATL,SF,Falcons,49ers,SF,49ers,Falcons @ 49ers
New England at Tennessee,New England at Tennessee Winner?,KXNFLGAME-25OCT19NETEN-NE,2025-10-19 19:45:05.871384+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,2441923,0,finalized,KXNFLGAME,2025-10-19,NE,TEN,Patriots,Titans,NE,Patriots,Patriots @ Titans
New England at Tennessee,New England at Tennessee Winner?,KXNFLGAME-25OCT19NETEN-TEN,2025-10-19 19:45:05.871384+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,1559941,0,finalized,KXNFLGAME,2025-10-19,NE,TEN,Patriots,Titans,TEN,Titans,Patriots @ Titans
Tampa Bay at Detroit,Tampa Bay at Detroit Winner?,KXNFLGAME-25OCT20TBDET-DET,2025-10-21 02:24:49.572489+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,6431814,0,finalized,KXNFLGAME,2025-10-20,TB,DET,Buccaneers,Lions,DET,Lions,Buccaneers @ Lions
Tampa Bay at Detroit,Tampa Bay at Detroit Winner?,KXNFLGAME-25OCT20TBDET-TB,2025-10-21 02:24:49.572489+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,17474135,0,finalized,KXNFLGAME,2025-10-20,TB,DET,Buccaneers,Lions,TB,Buccaneers,Buccaneers @ Lions
Houston at Seattle,Houston at Seattle Winner?,KXNFLGAME-25OCT20HOUSEA-HOU,2025-10-21 05:29:49.653184+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,8296331,0,finalized,KXNFLGAME,2025-10-20,HOU,SEA,Texans,Seahawks,HOU,Texans,Texans @ Seahawks
Houston at Seattle,Houston at Seattle Winner?,KXNFLGAME-25OCT20HOUSEA-SEA,2025-10-21 05:29:49.653184+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,7411098,0,finalized,KXNFLGAME,2025-10-20,HOU,SEA,Texans,Seahawks,SEA,Seahawks,Texans @ Seahawks
Minnesota at Los Angeles C,Minnesota at Los Angeles C Winner?,KXNFLGAME-25OCT23MINLAC-LAC,2025-10-24 03:20:04.937900+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,5371610,8535023,finalized,KXNFLGAME,2025-10-23,MIN,LAC,Vikings,Chargers,LAC,Chargers,Vikings @ Chargers
Minnesota at Los Angeles C,Minnesota at Los Angeles C Winner?,KXNFLGAME-25OCT23MINLAC-MIN,2025-10-24 03:20:04.937900+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,9283120,13697386,finalized,KXNFLGAME,2025-10-23,MIN,LAC,Vikings,Chargers,MIN,Vikings,Vikings @ Chargers
